15	小排量	0.998,0.998,0.998,0.998,0.998,0.998,	93号汽油:6	5挡手动:6	5门5座两厢车:6	
583	小排量	0.97,0.97,	93号汽油:2	5挡手动:2	5门5座两厢车:2	
5	小排量	1.301,1.301,1.301,1.301,1.301,	93号汽油:5	5挡手动:4,4挡自动:1	5门5座两厢车:5	
4	小排量	0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,	93号汽油:13	5挡手动:8,5挡序列变速箱:5	5门5座两厢车:13	
14	小排量	1.298,1.298,1.298,1.298,1.298,1.298,1.298,1.298,	93号汽油:8	5挡手动:8	5门5座SUV:8	
16	小排量	1.368,1.368,1.368,1.368,1.368,1.368,	93号汽油:6	6挡手自一体:6	3门4座两厢车:4,2门4座软顶敞篷车:2	
580	小排量	1.075,0.999,0.999,0.999,0.999,1.302,1.075,1.075,1.075,	93号汽油:9	5挡手动:7,5挡序列变速:2	5门5座两厢车:9	
8	小排量	0.999,0.999,0.999,0.999,	93号汽油:4	5挡手动:4	5门5座两厢车:4	
25			93号汽油:8	5挡手动:8	5门5座两厢车:8	
6	小排量	1.498,1.342,1.342,1.498,1.498,	93号汽油:5	5挡手动:4,4挡自动:1	5门5座两厢车:5	
729	小排量	0.997,0.997,0.997,1.498,1.498,1.342,1.342,1.342,1.342,1.342,	93号汽油:10	5挡手动:6,4挡自动:4	5门5座两厢车:10	
791	小排量	0.999,0.999,0.999,1.332,1.332,1.332,1.332,0.999,	93号汽油:8	5挡手动:6,5挡序列变速箱:2	5门5座两厢车:8	
26	小排量	0.996,0.996,0.996,0.996,0.996,	93号汽油:5	5挡手动:3,4挡自动:2	5门5座两厢车:5	
582	小排量	1.372,1.372,0.97,1.372,1.372,1.372,1.372,1.372,1.372,	93号汽油:9	5挡手动:7,5挡序列变速:2	5门5座两厢车:9	
27	小排量	0.998,0.993,0.998,0.993,0.848,0.993,0.993,0.812,0.812,0.812,0.812,0.998,0.998,0.993,0.993,0.998,0.993,	93号汽油:17	5挡手动:12,5挡序列变速:5	5门5座两厢车:17	
11	小排量	1.083,1.083,1.083,1.297,1.297,1.297,	93号汽油:6	5挡手动:5,5挡序列变速:1	4门5座掀背车:6	
17	小排量	1.297,1.297,1.297,1.297,1.297,	93号汽油:5	5挡手动:3,5挡序列变速:2	2门4座两厢车:5	
29	小排量	0.998,0.998,0.998,1.297,1.297,0.993,0.993,0.993,0.993,1.297,	93号汽油:10	5挡手动:8,5挡序列变速:2	5门5座掀背车:10	
23			93号汽油:8	5挡手动:7,5挡序列:1	5门5座两厢车:8	
733	小排量	0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,	97号汽油:14	5挡序列变速:14	3门2座两厢车:10,3门2座软顶敞篷车:4	
692	小排量	1.097,1.097,1.097,1.097,1.097,	93号汽油:5	5挡手动:4,5挡序列变速:1	3门4座两厢车:5	
2	小排量	1.206,0.995,0.995,1.206,1.206,1.206,0.995,0.995,0.995,1.206,1.206,	93号汽油:11	5挡手动:11	5门5座两厢车:11	
24	小排量	0.995,0.995,	93号汽油:2	5挡手动:1,4挡自动:1	5门5座两厢车:2	
874	小排量	0.798,0.798,0.798,	93号汽油:3	4挡手动:3	5门4座两厢车:3	
59	小排量	1.39,1.39,1.39,	97号汽油:3	7挡双离合:3	3门4座两厢车:3	
878	小排量	1.299,1.299,1.299,1.499,1.499,1.499,1.299,	93号汽油:7	5挡手动:4,4挡自动:3	5门5座两厢车:7	
56	中排量	1.699,1.498,	97号汽油:2	7挡CVT:2	5门5座两厢车:2	
585	小排量	1.497,1.339,1.339,1.497,1.497,	93号汽油:5	5挡手动:2,5挡自动:3	5门5座两厢车:5	
755	小排量	1.497,1.497,1.497,1.799,1.799,1.497,1.497,1.497,1.497,1.497,1.799,1.799,1.799,1.497,	93号汽油:14	5挡手动:5,5挡自动:4,5挡手自一体:5	4门5座三厢车:14	
63	小排量	1.587,1.36,1.36,1.587,1.587,1.587,1.587,1.36,1.36,1.587,1.587,1.587,	93号汽油:12	5挡手动:8,4挡手自一体:4	4门5座三厢车:6,5门5座两厢车:6	
57	小排量	1.598,1.598,1.598,	97号汽油:3	6挡手动:1,5挡手动:2	2门4座硬顶敞篷车:3	
39	小排量	1.298,1.298,1.298,1.298,1.298,1.298,	93号汽油:6	5挡手动:3,4挡自动:3	5门5座两厢车:6	
757	小排量	1.499,1.497,1.499,1.497,1.499,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.499,1.497,	93号汽油:18	5挡手动:13,4挡自动:5	4门5座三厢车:12,5门5座两厢车:6	
36	小排量	1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,	93号汽油:8	5挡手动:4,CVT无级变速:4	5门5座SUV:8	
850	小排量	1.497,1.497,	93号汽油:2	5挡手动:2	5门5座两厢车:2	
684	小排量	1.497,1.298,1.298,1.497,1.298,1.497,1.497,1.497,1.497,1.298,1.497,1.497,1.298,1.298,1.298,1.298,1.298,1.497,1.298,1.497,1.497,1.298,	93号汽油:22	5挡手动:12,5挡序列变速箱:5,6挡无级变速:5	5门5座两厢车:22	
601	小排量	1.39,1.39,1.39,1.598,1.598,1.39,1.39,1.39,1.598,1.598,1.598,1.598,1.598,1.39,	93号汽油:14	5挡手动:7,6挡手自一体:7	5门5座两厢车:9,4门5座三厢车:5	
704	小排量	1.368,1.368,	93号汽油:2	6挡手动:2	5门5座两厢车:2	
33	小排量	1.299,1.299,1.299,1.598,1.598,1.598,1.598,1.598,1.598,1.299,	93号汽油:10	5挡手动:4,4挡自动:6	4门5座三厢车:10	
691	小排量	1.598,1.299,1.299,1.598,1.598,1.598,1.598,	93号汽油:7	5挡手动:3,4挡自动:4	5门5座两厢车:7	
744	小排量	1.498,1.498,1.349,1.498,1.498,1.498,1.349,1.498,1.498,1.498,1.498,1.498,	93号汽油:12	5挡手动:6,4挡手自一体:6	5门5座两厢车:8,4门5座三厢车:4	
746	小排量	1.488,1.299,1.299,1.488,1.499,	93号汽油:5	5挡手动:5	5门7座MPV:3,5门6座MPV:2	
62	小排量	1.488,1.488,1.488,	93号汽油:3	5挡手动:3	5门5座两厢车:3	
67	小排量	1.299,1.299,1.299,1.449,1.449,1.449,1.449,1.332,1.499,	93号汽油:9	5挡手动:6,6挡序列变速:3	5门5座两厢车:9	
656	小排量	1.342,0.997,0.997,1.498,1.498,1.498,1.498,1.342,1.342,1.342,1.342,1.342,1.498,	93号汽油:13	5挡手动:11,4挡自动:2	4门5座三厢车:13	
745	小排量	1.332,1.332,1.332,1.488,1.488,1.299,1.299,1.332,1.332,1.299,1.332,1.332,	93号汽油:12	5挡手动:9,5挡序列变速:3	4门5座三厢车:12	
732	小排量	1.332,1.488,1.332,1.299,1.332,1.299,1.332,1.332,1.299,1.332,1.332,1.332,1.332,1.299,1.332,1.332,1.488,	93号汽油:17	5挡手动:13,5挡序列变速:4	5门5座两厢车:17	
877	小排量	1.497,1.339,1.339,1.497,1.339,1.339,1.497,	93号汽油:7	5挡手动:3,5挡自动:4	4门5座三厢车:7	
725	小排量	1.342,1.342,1.342,1.342,1.342,1.342,1.342,1.342,1.342,1.342,1.342,1.342,	93号汽油:12	5挡手动:7,无级变速:5	5门5座两厢车:12	
589	小排量	1.298,1.298,1.298,1.301,1.301,1.301,1.301,1.301,	93号汽油:8	5挡手动:8	4门5座三厢车:8	
663	小排量	1.372,1.586,1.372,1.586,1.372,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.372,1.372,1.372,	93号汽油:16	5挡手动:12,4挡自动:4	5门5座两厢车:8,4门5座三厢车:8	
832	小排量	1.372,1.372,1.372,	93号汽油:3	5挡手动:3	5门5座两厢车:3	
645	小排量	1.49,1.49,1.298,1.301,1.301,1.301,1.301,1.301,1.49,1.49,1.49,1.49,	93号汽油:12	5挡手动:7,4挡自动:5	5门5座两厢车:12	
859	小排量	1.498,1.346,1.346,1.498,1.498,1.498,1.498,	93号汽油:7	5挡手动:4,5挡序列变速箱:3	5门5座两厢车:7	
37	小排量	1.598,1.598,1.598,1.598,1.598,1.598,1.598,	93号汽油:5,97号汽油:2	6挡手自一体:7	3门4座两厢车:5,2门4座软顶敞篷车:2	
65	小排量	1.598,1.598,1.598,1.598,1.598,1.598,	93号汽油:4,97号汽油:2	6挡手自一体:6	5门4座两厢车:6	
75	小排量	1.598,1.598,	93号汽油:1,97号汽油:1	6挡手自一体:2	2门2座软顶敞篷车:2	
50	小排量	1.498,1.349,1.349,1.498,1.498,	93号汽油:5	5挡手动:2,4挡自动:3	5门5座两厢车:5	
58	小排量	1.498,1.349,1.349,1.498,1.498,	93号汽油:5	5挡手动:2,4挡自动:3	4门5座三厢车:5	
944			93号汽油:6	5挡手动:3,4挡自动:3	4门5座三厢车:6	
793	小排量	1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,	93号汽油:8	5挡手动:8	5门5座两厢车:4,5门5座掀背车:4	
54	小排量	0.998,0.998,0.998,1.297,1.297,0.998,	93号汽油:6	5挡手动:4,5挡序列变速箱:2	5门5座两厢车:6	
895	小排量	1.396,1.396,1.396,1.591,1.591,1.396,1.396,1.396,1.396,1.396,1.396,1.591,	93号汽油:12	5挡手动:5,4挡自动:7	5门5座两厢车:4,4门5座三厢车:8	
671	小排量	1.399,1.399,1.399,1.599,1.599,	93号汽油:5	5挡手动:3,4挡自动:2	4门5座三厢车:5	
801			93号汽油:12	5挡手动:5,4挡自动:7	5门5座两厢车:12	
55	小排量	1.598,1.598,1.598,1.798,1.798,1.598,1.598,1.598,1.598,1.598,1.598,1.598,	93号汽油:12	5挡手动:4,4挡自动:7,6挡手动:1	5门5座两厢车:10,5门7座MPV:2	
842	小排量	1.498,1.498,1.498,1.498,	93号汽油:4	5挡手动:2,4挡自动:2	5门5座两厢车:4	
68	小排量	1.297,1.297,1.297,	93号汽油:3	5挡手动:2,5挡序列变速箱:1	4门5座掀背车:3	
650	小排量	1.39,1.598,1.39,1.598,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.598,1.598,1.598,1.598,1.598,1.39,1.598,	93号汽油:18	5挡手动:7,6挡手自一体:11	5门5座两厢车:18	
30	小排量	0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,	93号汽油:17	5挡手动:17	5门5座两厢车:9,4门5座三厢车:8	
38	小排量	1.396,1.591,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.591,1.396,1.396,1.396,1.396,	93号汽油:16	5挡手动:6,4挡自动:10	5门5座两厢车:8,4门5座三厢车:8	
49	小排量	1.399,1.399,1.399,1.399,1.399,	93号汽油:5	5挡手动:2,4挡自动:3	4门5座三厢车:5	
897	小排量	1.399,1.399,1.399,1.598,1.598,1.399,1.399,1.399,1.399,1.598,1.598,1.399,	93号汽油:12	5挡手动:6,6挡手自一体:6	5门5座两厢车:6,4门5座三厢车:6	
602	小排量	1.206,1.399,1.206,1.399,1.206,1.399,1.399,1.206,1.206,1.206,1.399,1.399,1.399,1.399,1.399,1.206,	93号汽油:16	5挡手动:10,5挡序列:6	4门5座三厢车:9,5门5座两厢车:7	
53	小排量	1.587,1.36,1.36,	93号汽油:3	5挡手动:2,4挡手自一体:1	5门5座两厢车:3	
32	小排量	1.498,1.498,	93号汽油:2	4挡自动:1,5挡手动:1	4门5座三厢车:2	
31	小排量	1.342,	93号汽油:1	5挡手动:1	5门5座两厢车:1	
52	小排量	1.498,1.498,1.498,1.342,1.498,1.498,1.498,	93号汽油:7	5挡手动:6,5挡手自一体:1	4门5座三厢车:5,5门5座两厢车:2	
70	小排量	1.339,1.339,1.339,1.339,1.339,	93号汽油:5	五挡手动:3,五挡序列变速箱:2	5门5座两厢车:5	
69	小排量	1.339,1.339,0.993,1.339,	93号汽油:4	5挡手动:4	4门5座三厢车:4	
666	小排量	1.498,1.498,1.498,1.498,1.498,1.498,1.498,1.498,1.498,1.498,1.498,1.498,	93号汽油:12	5挡手动:12	4门5座三厢车:12	
730	小排量	1.498,1.498,1.498,1.498,1.498,	93号汽油:5	5挡手动:5	5门5座两厢车:5	
846	小排量	1.498,1.498,1.498,	93号汽油:3	5挡手动:3	5门5座两厢车:3	
41	小排量	1.299,1.299,1.299,1.499,1.499,1.499,1.499,1.499,1.499,1.299,	93号汽油:10	5挡手动:7,4挡自动:3	4门5座三厢车:10	
42	小排量	1.296,1.296,1.296,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.296,	93号汽油:12	5挡手动:8,4挡自动:4	5门5座两厢车:12	
99	小排量	1.39,1.39,1.39,1.798,1.798,	97号汽油:5	7挡双离合:5	5门5座两厢车:5	
445	小排量	1.485,1.485,1.485,1.485,1.485,	93号汽油:5	5挡手动:3,6挡手自一体:2	4门5座三厢车:5	
101	中排量	1.995,1.598,1.598,1.995,	97号汽油:4	8挡手自一体:2,6挡手自一体:2	5门5座两厢车:2,2门4座三厢车:1,2门4座软顶敞篷车:1	
1671	中排量	2.979,	97号汽油:1	6挡手动:1	2门4座三厢车:1	
103	中排量	2.034,2.034,	97号汽油:2	7挡CVT:2	5门5座两厢车:2	
118	小排量	1.595,1.595,1.595,1.595,1.595,1.595,1.595,1.595,1.595,	93号汽油:9	5挡手动:4,6挡手自一体:5	4门5座三厢车:9	
533	中排量	1.798,1.798,1.798,1.339,1.997,1.997,1.798,	93号汽油:6,93号油电混合:1	5挡手动:1,5挡自动:5,5挡CVT手自一体:1	4门5座三厢车:7	
105	小排量	0.998,	93号汽油:6,93号油电混合:1	5挡手动:6,无级变速:1	4门5座三厢车:7	
137	小排量	1.468,1.468,1.468,1.584,1.584,	93号汽油:9	5挡手动:7,4挡自动:2	5门5座两厢车:9	
136	小排量	1.839,1.839,1.839,1.468,1.468,1.468,1.468,1.839,1.839,1.488,1.488,	93号汽油:13	5挡手动:8,CVT无级变速:5	4门5座三厢车:13	
140	中排量	1.839,	93号汽油:2	5档	手动:1,CVT	无级变速箱:1
84	中排量	1.796,1.488,1.488,1.796,1.796,1.796,1.796,1.488,1.488,1.796,1.488,1.488,	93号汽油:12	5挡手动:6,CVT无级变速:6	4门5座三厢车:12	
139	小排量	1.587,1.997,1.587,1.997,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.997,	93号汽油:18	5挡手动:9,4挡手自一体:9	5门5座两厢车:14,4门5座三厢车:4	
134	小排量	1.587,1.587,1.587,1.997,1.997,1.997,1.587,	93号汽油:7	5挡手动:3,4挡手自一体:4	4门5座三厢车:7	
121	小排量	1.598,1.598,1.598,1.598,1.598,1.598,1.598,1.598,	97号汽油:8	6挡手自一体:4,4挡自动:4	5门5座旅行车:4,2门4座硬顶敞篷车:4	
138	中排量	1.587,1.587,1.587,1.997,1.997,1.997,1.997,1.997,1.587,	93号汽油:9	5挡手动:4,4挡手自一体:5	4门5座三厢车:9	
133	小排量	1.598,1.598,1.598,1.598,	93号汽油:4	5挡手动:2,4挡自动:2	4门5座三厢车:4	
555	小排量	1.598,1.598,1.598,1.796,1.598,1.598,1.598,1.598,1.598,1.598,1.598,1.598,1.598,	93号汽油:13	5挡手动:4,6挡手自一体:9	5门5座两厢车:6,4门5座三厢车:7	
78	小排量	1.59,1.59,1.59,1.59,1.59,1.59,1.998,1.998,1.998,1.998,1.998,1.998,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,	93号汽油:22	5挡手动:17,4挡自动:5	4门5座三厢车:13,5门5座两厢车:9	
981	小排量	1.598,1.598,1.598,1.598,1.598,1.598,1.598,	93号汽油:7	5挡手动:4,4挡手自一体:3	4门5座三厢车:7	
537	小排量	1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,	93号汽油:13	5挡手动:7,CVT:6	4门5座三厢车:13	
538	小排量	1.497,1.497,1.497,	93号汽油:3	5挡手动:3	4门5座三厢车:3	
446	小排量	1.598,1.39,1.598,1.39,1.598,1.39,1.598,1.598,1.598,1.598,1.598,1.39,1.39,1.39,1.39,1.598,1.39,1.598,1.39,	93号汽油:19	5挡手动:8,6挡手自一体:6,7挡双离合:5	4门5座三厢车:19	
460	小排量	1.598,1.39,1.598,1.598,1.598,1.598,1.598,1.598,1.598,1.984,1.39,1.39,1.39,1.39,1.984,1.598,1.39,1.598,1.39,	93号汽油:17,97号汽油:2	5挡手动:6,6挡手自一体:3,7挡双离合:8,6挡双离合:2	5门5座两厢车:19	
461	小排量	1.39,1.39,1.39,1.984,	97号汽油:4	7挡双离合:3,6挡双离合:1	5门5座两厢车:2,5门5座旅行车:2	
480	小排量	1.595,1.595,1.595,1.9,1.595,	93号汽油:4,0号柴油:1	5挡手动:5	4门5座三厢车:5	
478	中排量	1.984,1.781,1.595,1.984,1.984,1.984,1.781,1.984,1.984,	93号汽油:9	6挡手自一体	:9	3门4座三厢车:7,3门4座软顶敞篷车:2
494	小排量	1.39,1.39,1.39,1.984,1.984,1.598,1.598,1.598,1.598,1.598,1.39,1.39,	93号汽油:12	5挡手动:5,7挡双离合:3,6挡手自一体:4	4门5座三厢车:12	
535	小排量	1.598,1.595,1.598,1.595,1.598,1.595,1.595,1.798,1.595,1.798,1.595,1.39,1.798,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.598,1.39,	93号汽油:19,97号汽油:3	5挡手动:10,6挡手自一体:6,7挡双离合:6	4门5座三厢车:22	
127	中排量	1.808,1.498,1.498,1.498,1.792,1.792,1.792,1.808,1.808,1.808,1.808,	93号汽油:11	5挡手动:8,无级变速:3	4门5座三厢车:11	
128	中排量	1.498,1.792,1.498,1.792,1.498,1.792,1.792,1.498,1.498,1.498,1.498,1.792,1.792,1.792,1.808,1.792,1.808,1.792,1.808,1.792,	93号汽油:20	5挡手动:13,无级变速:7	5门5座两厢车:20	
965	中排量	1.997,1.997,1.997,	93号汽油:3	无级变速:3	4门5座三厢车:3	
455	小排量	1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,	93号汽油:15	5挡手动:7,4速自动:8	5门5座两厢车:15	
456	小排量	1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,	93号汽油:10	5挡手动:4,4挡自动:6	4门5座三厢车:10	
440	小排量	1.499,1.499,1.488,1.499,1.499,1.488,1.499,1.499,1.499,1.499,1.488,1.499,1.488,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,	93号汽油:24	5挡手动:16,6挡CVT:8	4门5座三厢车:24	
450	小排量	1.368,1.368,1.368,1.368,1.368,1.368,	93号汽油:6	6挡手动:2,6挡手自一体:4	5门5座两厢车:6	
474	小排量	1.598,1.598,1.598,1.598,1.598,1.598,1.598,1.598,1.598,1.598,	93号汽油:10	5挡手动:6,4挡自动:4	4门5座三厢车:10	
489	中排量	1.598,1.798,1.987,1.598,1.798,1.987,1.598,1.798,1.987,1.798,1.798,1.798,1.798,1.798,1.798,1.798,1.798,1.598,1.598,1.598,1.798,1.598,1.798,1.598,1.798,	93号汽油:25	5挡手动:4,4挡自动:4,6挡手动:7,CVT无级变速:10	4门5座三厢车:25	
100	中排量	1.798,1.798,1.798,	93号油电混合:3	无级变速:3	5门5座两厢车:3	
483	小排量	1.499,1.834,1.796,1.834,1.834,1.834,1.499,1.499,1.499,1.499,1.499,1.796,1.796,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.796,1.499,1.834,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.834,1.499,1.499,	93号汽油:42	5挡手动:25,6挡序列变速箱:14,5挡自动:3	5门5座两厢车:42	
98	中排量	1.596,1.999,1.999,1.596,1.596,1.999,1.596,1.596,1.798,1.596,1.798,1.596,1.798,1.999,1.596,1.798,1.798,1.798,1.798,1.798,1.798,1.999,1.798,1.798,1.999,1.798,1.798,1.596,1.798,1.798,	93号汽油:30	5挡手动:14,6挡双离合:7,4挡手自一体:9	5门5座两厢车:15,4门5座三厢车:15	
526	小排量	1.584,1.584,1.584,1.584,	93号汽油:4	5挡手动:4	4门5座三厢车:4	
