		2171	上汽通用五菱,	上汽通用五菱,	乐驰,	宝骏乐驰	0	微型车,					4.18万,4.68万,4.88万,4.28万,4.58万,4.98万,4.38万,4.78万,5.18万,4.02万,4.28万,4.68万,4.18万,4.68万,4.88万,3.98万,4.28万,4.78万,6.18万,5.28万,5.88万,3.98万,4.28万,4.58万,4.78万,4.78万,6.18万,6.28万,4.48万,5.08万,5.28万,5.88万,4.58万,4.58万,4.78万,5.68万,6.28万,5.28万,5.88万,5.88万,4.58万,5.68万,5.88万,4.58万,5.68万,5.88万,6.18万,7.28万,	1.0L,1.0L,1.0L,1.2L,1.2L,1.2L,1.2L,1.2L,1.2L,0.8L,0.8L,0.8L,1.0L,1.0L,1.0L,0.8L,0.8L,0.8L,0.8L,1.0L,1.0L,0.8L,0.8L,0.8L,0.8L,0.8L,0.8L,0.8L,1.0L,1.0L,1.0L,1.0L,0.8L,0.8L,0.8L,0.8L,0.8L,1.0L,1.0L,1.0L,0.8L,0.8L,1.0L,0.8L,0.8L,1.0L,0.8L,0.8L,	90号汽油,90号汽油,90号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,93号汽油,93号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,93号汽油,90号汽油,90号汽油,无铅汽油,90号汽油,90号汽油,90号汽油,90号汽油,93号汽油,无铅汽油,90号汽油,93号汽油,无铅汽油,90号汽油,93号汽油,无铅汽油,	5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡自动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,4挡自动,4挡自动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,4挡自动,4挡自动,5挡手动,5挡手动,5挡手动,5挡手动,4挡自动,5挡手动,5挡手动,4挡自动,5挡手动,5挡手动,4挡自动,	5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,	3495*1495*1523,3495*1495*1523,3495*1495*1523,3565*1515*1510,3565*1515*1510,3565*1515*1510,3545*1495*1523,3545*1495*1523,3545*1495*1523,3495*1495*1523,3495*1495*1523,3495*1495*1523,3495*1495*1523,3495*1495*1523,3495*1495*1523,3495*1495*1523,3495*1495*1523,3495*1495*1523,3495*1495*1523,3495*1495*1523,3495*1495*1523,3495*1495*1485,3495*1495*1485,3495*1495*1523,3495*1495*1523,3495*1495*1485,3495*1495*1523,3495*1495*1523,3495*1495*1485,3495*1495*1485,3495*1495*1523,3495*1495*1523,3495*1495*1485,3495*1495*1523,3495*1495*1523,3495*1495*1485,3495*1495*1523,3495*1495*1523,3495*1495*1485,3495*1495*1523,3495*1495*1485,3495*1495*1485,3495*1495*1485,3495*1495*1485,3495*1495*1485,3495*1495*1485,3495*1495*1485,3495*1495*1485,
		2049	比亚迪汽车,	比亚迪汽车,	F0,	比亚迪F0	0	微型车,					3.69万,4.09万,4.69万,3.69万,4.09万,4.69万,3.69万,4.09万,4.69万,3.69万,4.09万,4.69万,5.39万,3.69万,3.99万,4.39万,4.69万,	1.0L,1.0L,1.0L,1.0L,1.0L,1.0L,1.0L,1.0L,1.0L,1.0L,1.0L,1.0L,1.0L,1.0L,1.0L,1.0L,1.0L,	93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,	5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,	5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,	3460*1618*1465,3460*1618*1465,3460*1618*1465,3460*1618*1465,3460*1618*1465,3460*1618*1465,3460*1618*1465,3460*1618*1465,3460*1618*1465,3460*1618*1465,3460*1618*1465,3460*1618*1465,3460*1618*1465,3460*1618*1465,3460*1618*1465,3460*1618*1465,3460*1618*1465,
		2069	长安汽车,	长安汽车,	奔奔i,	长安奔奔i	0	微型车,					3.69万,3.99万,4.29万,4.39万,4.69万,4.69万,4.89万,4.98万,4.99万,5.09万,5.48万,5.88万,3.98万,4.28万,4.68万,4.98万,5.48万,5.88万,3.98万,4.28万,4.68万,	1.0L,1.0L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,	93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,	5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,4挡自动,5挡手动,5挡手动,4挡自动,4挡自动,5挡手动,5挡手动,5挡手动,4挡自动,4挡自动,4挡自动,5挡手动,5挡手动,5挡手动,	5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,	3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,3525*1650*1550,
		2783	长安汽车,	长安汽车,	奔奔love,	长安奔奔love	0	微型车,					3.89万,4.19万,4.49万,4.79万,5.89万,	1.3L,1.3L,1.3L,1.3L,1.3L,	93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,	5挡手动,5挡手动,5挡手动,5挡手动,4挡自动,	5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,	3655*1650*1550,3655*1650*1550,3655*1650*1550,3655*1650*1550,3655*1650*1550,
		2793	长安汽车,	长安汽车,	奔奔mini,	长安奔奔mini	0	微型车,					4.19万,4.49万,2.99万,3.29万,3.59万,3.99万,4.19万,4.69万,	1.0L,1.0L,1.0L,1.0L,1.0L,1.0L,1.0L,1.0L,	93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,	5挡半自动,5挡半自动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡半自动,	5门5座两厢轿车,-,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,-,-,-,	3520*1570*1490,3520*1570*1490,3520*1570*1490,3520*1570*1490,3520*1570*1490,3520*1570*1490,3520*1570*1490,3520*1570*1490,
		1289	长城汽车,	长城汽车,	精灵,	长城精灵	0	微型车,					3.69万,3.99万,4.49万,4.39万,4.59万,4.89万,4.99万,5.39万,4.39万,4.99万,5.39万,	1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,1.3L,	93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,	5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,	5门4座两厢轿车,5门4座两厢轿车,5门4座两厢轿车,5门4座两厢轿车,5门4座两厢轿车,5门4座两厢轿车,5门4座两厢轿车,5门4座两厢轿车,5门4座两厢轿车,5门4座两厢轿车,5门4座两厢轿车,	3548*1580*1544,3548*1580*1544,3548*1580*1544,3548*1580*1544,3548*1580*1544,3548*1580*1544,3548*1580*1544,3548*1580*1544,3548*1580*1544,3548*1580*1544,3548*1580*1544,
		2684	长城汽车,	长城汽车,	精灵Cross,	长城精灵Cross	0	微型车,					4.19万,4.59万,	1.3L,1.3L,	93号汽油,93号汽油,	5挡手动,5挡手动,	5门5座两厢轿车,5门5座两厢轿车,	3548*1580*1581,3548*1580*1581,
		1201	昌河汽车,	昌河汽车,	爱迪尔A+,	昌河爱迪尔A+	0	微型车,					3.49万,3.69万,4.39万,4.79万,3.98万,4.28万,4.38万,4.58万,4.88万,0.00万,4.86万,5.26万,3.98万,4.28万,4.38万,4.58万,4.88万,0.00万,3.98万,4.38万,4.58万,4.88万,5.68万,5.68万,	1.0L,1.0L,1.4L,1.4L,1.0L,1.0L,1.1L,1.1L,1.1L,1.3L,1.4L,1.4L,1.0L,1.0L,1.1L,1.1L,1.1L,1.3L,1.0L,1.1L,1.1L,1.1L,1.1L,1.1L,	93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,90号汽油,93号汽油,93号汽油,90号汽油,90号汽油,93号汽油,93号汽油,93号汽油,90号汽油,93号汽油,93号汽油,90号汽油,90号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,	5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,	5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,	3600*1600*1670,3600*1600*1670,3600*1600*1670,3600*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,3560*1600*1670,
		1248	哈飞汽车,	哈飞汽车,	路宝,	哈飞路宝	0	微型车,					3.99万,4.29万,3.38万,3.68万,4.08万,4.38万,4.40万,4.75万,5.05万,4.34万,3.99万,4.29万,3.69万,3.89万,4.15万,4.98万,5.28万,4.54万,3.54万,3.75万,3.75万,4.34万,4.67万,4.74万,4.02万,3.75万,3.77万,3.96万,4.57万,4.67万,4.97万,4.68万,4.88万,5.08万,5.18万,5.34万,5.38万,5.58万,5.68万,4.68万,4.88万,5.08万,5.18万,5.38万,5.58万,5.68万,4.68万,4.88万,5.08万,5.18万,5.38万,5.58万,5.68万,	1.0L,1.0L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.3L,1.0L,1.0L,1.0L,1.1L,1.1L,1.1L,1.1L,1.3L,1.0L,1.0L,1.0L,1.1L,1.1L,1.1L,1.3L,1.0L,1.0L,1.0L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,1.1L,	93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,93号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,93号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,90号汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,无铅汽油,	5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,4挡半自动,4挡半自动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,4挡半自动,4挡半自动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,	5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,	3588*1563*1533,3588*1563*1533,3588*1563*1533,3588*1563*1533,3658*1563*1547,3658*1563*1547 ,3658*1563*1547 ,3588*1563*1533,3588*1563*1533,3588*1563*1533,3588*1563*1533,3588*1563*1533,3588*1563*1533,3588*1563*1533,3588*1563*1533,3588*1563*1533,3588*1563*1533,3588*1563*1533,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1533,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,3588*1563*1574,
		3202	海马汽车,	海马汽车,	爱尚,	海马爱尚	0	微型车,					3.78万,4.08万,4.58万,	1.0L,1.0L,1.0L,	93号汽油,93号汽油,93号汽油,	5挡手动,5挡手动,5挡手动,	5门5座两厢轿车,5门5座两厢轿车,5门5座两厢轿车,	3662*1540*1495,3662*1540*1495,3662*1540*1495,
		3036	海马汽车,	海马汽车,	福仕达,	海马福仕达	0	微型车,					2.98万,3.28万,3.58万,3.88万,4.38万,	1.0L,1.0L,1.0L,1.0L,1.0L,	90号汽油,90号汽油,93号汽油,90号汽油,90号汽油,	5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,	5门5-8座MPV/厢式车,5门5-8座MPV/厢式车,5门5-8座MPV/厢式车,5门5-8座MPV/厢式车,5门5-8座MPV/厢式车,	3836*1566*1865,3836*1566*1865,3836*1566*1865,3836*1566*1865,3836*1566*1865,
